DATE,mac_dl_cqi,mac_dl_mcs,mac_dl_ok,mac_dl_nok,mac_dl_brate,ue_ident
2022-01-01 00:00:00.136,4,0,76,7,1307377,82
2022-01-01 00:00:00.137,3,0,77,9,1244219,82
2022-01-01 00:00:00.138,3,0,78,4,1315775,82
2022-01-01 00:00:00.139,3,0,73,11,1325955,82
2022-01-01 00:00:00.140,3,0,74,9,1498488,82
2022-01-01 00:00:00.141,4,0,70,12,1265758,82
2022-01-01 00:00:00.142,4,0,75,8,1418696,82
2022-01-01 00:00:00.143,4,1,77,6,1618577,82
2022-01-01 00:00:00.144,4,0,75,10,1466933,82
2022-01-01 00:00:00.145,5,4,5,2,215820,82
2022-01-01 00:00:00.146,5,2,7,2,142133,82
2022-01-01 00:00:00.147,6,4,1,0,7022,82
2022-01-01 00:00:00.148,6,4,4,1,143466,82
2022-01-01 00:00:00.149,5,4,14,2,564571,82
2022-01-01 00:00:00.150,6,2,6,0,111101,82
2022-01-01 00:00:00.151,5,4,22,0,1045155,82
2022-01-01 00:00:00.152,3,0,77,8,1703200,82
2022-01-01 00:00:00.153,4,0,74,10,1125450,82
2022-01-01 00:00:00.154,4,0,75,6,1166292,82
2022-01-01 00:00:00.155,3,0,73,12,1196533,82
2022-01-01 00:00:00.156,3,0,77,6,1207648,82
2022-01-01 00:00:00.157,3,1,79,5,1637600,82
2022-01-01 00:00:00.158,4,2,75,7,1846666,82
2022-01-01 00:00:00.159,3,1,76,9,1593168,82
2022-01-01 00:00:00.160,4,0,76,7,1411868,82
2022-01-01 00:00:00.161,3,0,73,10,1344444,82
2022-01-01 00:00:00.162,3,0,78,7,1282666,82
2022-01-01 00:00:00.163,3,0,75,6,1428044,82
2022-01-01 00:00:00.164,3,1,75,10,1504622,82
2022-01-01 00:00:00.165,4,0,77,7,1408791,82
2022-01-01 00:00:00.166,4,0,75,10,1421422,82
2022-01-01 00:00:00.167,4,0,70,11,1172674,82
2022-01-01 00:00:00.168,4,0,74,10,1344879,82
2022-01-01 00:00:00.169,3,0,71,14,1350666,82
2022-01-01 00:00:00.170,3,0,73,8,1122577,82
2022-01-01 00:00:00.171,4,0,80,5,1533842,82
2022-01-01 00:00:00.172,4,0,72,10,1162666,82
2022-01-01 00:00:00.173,4,1,79,7,1640351,82
2022-01-01 00:00:00.174,3,1,76,7,1603200,82
2022-01-01 00:00:00.175,3,0,74,10,1137955,82
2022-01-01 00:00:00.176,4,0,75,7,1400000,82
2022-01-01 00:00:00.177,4,1,78,6,1652571,82
2022-01-01 00:00:00.178,4,0,75,10,1421422,82
2022-01-01 00:00:00.179,3,0,70,13,1298311,82
2022-01-01 00:00:00.180,4,0,72,9,1138337,82
2022-01-01 00:00:00.181,4,0,74,10,1354021,82
2022-01-01 00:00:00.182,4,1,77,7,1748000,82
2022-01-01 00:00:00.183,3,0,75,9,1199555,82
2022-01-01 00:00:00.184,3,0,74,8,1197483,82
2022-01-01 00:00:00.185,3,1,72,12,1533890,82
2022-01-01 00:00:00.186,4,0,75,8,1458400,82
2022-01-01 00:00:00.187,3,0,76,8,1168711,82
2022-01-01 00:00:00.188,3,0,69,12,1157123,82
2022-01-01 00:00:00.189,4,1,74,10,1674133,82
2022-01-01 00:00:00.190,3,0,73,10,1274813,82
2022-01-01 00:00:00.191,3,0,70,14,1159644,82
2022-01-01 00:00:00.192,3,0,76,6,1316622,82
2022-01-01 00:00:00.193,4,1,76,6,1602516,82
2022-01-01 00:00:00.194,4,0,77,9,1481934,82
2022-01-01 00:00:00.195,4,2,72,11,2048622,82
2022-01-01 00:00:00.196,3,0,71,10,1167911,82
2022-01-01 00:00:00.197,4,1,72,10,1484224,82
2022-01-01 00:00:00.198,4,0,73,11,1174241,82
2022-01-01 00:00:00.199,4,0,77,7,1341244,82
2022-01-01 00:00:00.200,4,0,75,9,1412177,82
2022-01-01 00:00:00.201,4,0,77,8,1313511,82
2022-01-01 00:00:00.202,4,1,76,6,1741866,82
2022-01-01 00:00:00.203,3,1,77,9,1526133,82
2022-01-01 00:00:00.204,3,0,69,13,1190488,82
2022-01-01 00:00:00.205,4,0,76,8,1191191,82
2022-01-01 00:00:00.206,4,0,78,6,1396571,82
2022-01-01 00:00:00.207,4,0,79,7,1390488,82
2022-01-01 00:00:00.208,3,0,60,8,1076266,82
2022-01-01 00:00:00.209,6,4,19,3,778044,82
2022-01-01 00:00:00.210,5,3,29,5,1031200,82
2022-01-01 00:00:00.211,4,3,47,8,1607733,82
2022-01-01 00:00:00.212,4,0,77,7,1230311,82
2022-01-01 00:00:00.213,4,0,74,9,1137955,82
2022-01-01 00:00:00.214,2,0,72,10,1119640,82
2022-01-01 00:00:00.215,2,0,76,9,1155868,82
2022-01-01 00:00:00.216,2,0,72,10,1107200,82
2022-01-01 00:00:00.217,2,0,76,8,1168711,82
2022-01-01 00:00:00.218,2,0,64,11,975111,82
2022-01-01 00:00:00.219,2,0,68,7,1045688,82
2022-01-01 00:00:00.220,8,1,67,14,1030311,82
2022-01-01 00:00:00.221,7,16,6,19,838755,82
2022-01-01 00:00:00.222,3,0,9,2,131288,82
2022-01-01 00:00:00.223,3,1,4,0,44888,82
2022-01-01 00:00:00.224,3,0,1,0,7200,82
2022-01-01 00:00:00.225,3,0,31,3,467111,82
2022-01-01 00:00:00.226,3,0,27,4,403111,82
2022-01-01 00:00:00.227,2,0,3,2,18933,82
2022-01-01 00:00:00.228,2,0,30,2,438577,82
2022-01-01 00:00:00.229,2,0,20,0,274311,82
2022-01-01 00:00:00.230,2,0,62,5,953422,82
2022-01-01 00:00:00.231,2,0,77,7,1184088,82
2022-01-01 00:00:00.232,2,0,74,9,1137955,82
2022-01-01 00:00:00.233,1,0,72,13,1107200,82
2022-01-01 00:00:00.234,2,0,69,14,1061066,82
2022-01-01 00:00:00.235,2,0,68,14,1045688,82
2022-01-01 00:00:00.236,2,0,63,8,960622,82
2022-01-01 00:00:00.237,2,0,38,4,584355,82
2022-01-01 00:00:00.238,2,0,70,12,1076444,82
2022-01-01 00:00:00.239,2,0,66,15,1014933,82
2022-01-01 00:00:00.240,1,0,70,14,1076444,82
2022-01-01 00:00:00.241,2,0,71,11,1091822,82
2022-01-01 00:00:00.242,2,0,74,12,1137955,82
2022-01-01 00:00:00.243,2,0,71,11,1091822,82
2022-01-01 00:00:00.244,2,0,29,14,433066,82
2022-01-01 00:00:00.245,3,1,14,3,261866,82
2022-01-01 00:00:00.246,3,4,3,0,128622,82
2022-01-01 00:00:00.247,3,4,1,0,21422,82
2022-01-01 00:00:00.248,3,2,1,0,7200,82
2022-01-01 00:00:00.249,3,3,18,5,688355,82
2022-01-01 00:00:00.250,3,1,16,3,329244,82
2022-01-01 00:00:00.251,3,4,1,0,7022,82
2022-01-01 00:00:00.252,3,3,20,3,672711,82
2022-01-01 00:00:00.253,3,2,2,1,12977,82
2022-01-01 00:00:00.254,2,1,44,8,829333,82
2022-01-01 00:00:00.255,3,1,9,1,205955,82
2022-01-01 00:00:00.256,2,0,34,8,583288,82
2022-01-01 00:00:00.257,1,0,55,17,824977,82
2022-01-01 00:00:00.258,3,2,3,0,71733,82
2022-01-01 00:00:00.259,3,4,8,1,381866,82
2022-01-01 00:00:00.260,2,1,69,15,1787111,82
2022-01-01 00:00:00.261,2,0,71,12,1091822,82
2022-01-01 00:00:00.262,2,0,69,13,1061066,82
2022-01-01 00:00:00.263,2,0,74,10,1137955,82
2022-01-01 00:00:00.264,2,0,68,13,1045688,82
2022-01-01 00:00:00.265,2,0,12,2,167288,82
2022-01-01 00:00:00.266,7,6,1,0,6666,82
